,date,passport,Immigration,Travel Visa,Refugee,Conflict,War,Violence,Crisis,Militia,Genocide,Armed Forces,Civilian,Currency,Lottery,Economy,Wage,Protest,Government,country,Bureau de change,Coup dՎtat
48,2009-01-01,13.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,24.0,0.0,19.0,0.0,0.0,9.0,AF,,
49,2009-02-01,0.0,37.0,0.0,0.0,0.0,18.0,0.0,6.0,10.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,4.0,AF,,
50,2009-03-01,7.0,27.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,31.0,7.0,22.0,0.0,0.0,11.0,AF,,
51,2009-04-01,0.0,11.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,19.0,4.0,0.0,17.0,0.0,10.0,9.0,0.0,7.0,AF,,
52,2009-05-01,0.0,20.0,0.0,6.0,0.0,21.0,4.0,0.0,0.0,0.0,5.0,0.0,7.0,8.0,0.0,0.0,0.0,12.0,AF,,
53,2009-06-01,12.0,27.0,0.0,19.0,0.0,23.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,14.0,0.0,0.0,7.0,AF,,
54,2009-07-01,0.0,21.0,0.0,8.0,0.0,17.0,0.0,6.0,0.0,0.0,6.0,0.0,11.0,11.0,14.0,0.0,0.0,9.0,AF,,
55,2009-08-01,0.0,12.0,7.0,21.0,5.0,0.0,0.0,5.0,0.0,15.0,9.0,0.0,45.0,0.0,0.0,0.0,14.0,0.0,AF,,
56,2009-09-01,13.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,AF,,
57,2009-10-01,5.0,15.0,0.0,0.0,11.0,21.0,7.0,12.0,0.0,0.0,4.0,0.0,7.0,0.0,25.0,15.0,14.0,6.0,AF,,
58,2009-11-01,7.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,AF,,
59,2009-12-01,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,11.0,8.0,13.0,0.0,0.0,0.0,21.0,0.0,AF,,
60,2010-01-01,7.0,0.0,0.0,0.0,3.0,20.0,0.0,8.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,AF,,
61,2010-02-01,11.0,9.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,23.0,0.0,16.0,4.0,AF,,
62,2010-03-01,0.0,0.0,0.0,6.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,0.0,0.0,0.0,16.0,AF,,
63,2010-04-01,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,13.0,0.0,14.0,4.0,AF,,
64,2010-05-01,0.0,8.0,0.0,12.0,9.0,24.0,5.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,8.0,0.0,0.0,5.0,AF,,
65,2010-06-01,13.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,7.0,AF,,
66,2010-07-01,8.0,9.0,0.0,0.0,4.0,31.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,AF,,
67,2010-08-01,0.0,10.0,0.0,7.0,6.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,5.0,0.0,10.0,AF,,
68,2010-09-01,0.0,18.0,0.0,0.0,0.0,17.0,0.0,12.0,0.0,0.0,7.0,0.0,8.0,11.0,0.0,0.0,0.0,4.0,AF,,
69,2010-10-01,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,AF,,
70,2010-11-01,5.0,0.0,5.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,AF,,
71,2010-12-01,20.0,10.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,0.0,5.0,10.0,8.0,29.0,0.0,0.0,0.0,0.0,AF,,
72,2011-01-01,0.0,8.0,4.0,0.0,4.0,12.0,0.0,3.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,3.0,AF,,
73,2011-02-01,5.0,20.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,3.0,AF,,
74,2011-03-01,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,3.0,4.0,AF,,
75,2011-04-01,3.0,0.0,3.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,10.0,5.0,0.0,5.0,AF,,
76,2011-05-01,7.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,8.0,9.0,5.0,6.0,0.0,0.0,4.0,AF,,
77,2011-06-01,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,7.0,AF,,
78,2011-07-01,0.0,14.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,8.0,4.0,0.0,11.0,5.0,0.0,0.0,3.0,0.0,AF,,
79,2011-08-01,3.0,17.0,0.0,0.0,2.0,18.0,3.0,0.0,5.0,0.0,2.0,7.0,6.0,3.0,0.0,0.0,0.0,5.0,AF,,
80,2011-09-01,4.0,15.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,AF,,
81,2011-10-01,4.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,AF,,
82,2011-11-01,0.0,8.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,6.0,0.0,0.0,1.0,AF,,
83,2011-12-01,6.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,2.0,6.0,3.0,0.0,5.0,AF,,
84,2012-01-01,3.0,0.0,0.0,1.0,3.0,7.0,2.0,2.0,4.0,0.0,0.0,5.0,3.0,0.0,6.0,0.0,5.0,4.0,AF,,
85,2012-02-01,0.0,3.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,5.0,0.0,0.0,1.0,AF,,
86,2012-03-01,3.0,2.0,0.0,0.0,2.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,4.0,0.0,1.0,0.0,2.0,AF,,
87,2012-04-01,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,3.0,1.0,0.0,4.0,AF,,
88,2012-05-01,2.0,6.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,6.0,4.0,0.0,0.0,3.0,AF,,
89,2012-06-01,5.0,5.0,1.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,2.0,3.0,AF,,
90,2012-07-01,1.0,6.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,9.0,0.0,3.0,3.0,AF,,
91,2012-08-01,4.0,13.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,5.0,4.0,AF,,
92,2012-09-01,2.0,11.0,0.0,1.0,4.0,14.0,1.0,1.0,0.0,3.0,1.0,1.0,8.0,4.0,3.0,0.0,1.0,2.0,AF,,
93,2012-10-01,5.0,11.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,11.0,6.0,4.0,0.0,0.0,3.0,AF,,
94,2012-11-01,3.0,6.0,0.0,2.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,2.0,9.0,5.0,7.0,0.0,0.0,3.0,AF,,
95,2012-12-01,3.0,3.0,0.0,2.0,1.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,8.0,2.0,5.0,0.0,0.0,3.0,AF,,
96,2013-01-01,2.0,0.0,0.0,1.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,2.0,4.0,AF,,
97,2013-02-01,2.0,7.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,7.0,0.0,2.0,3.0,AF,,
98,2013-03-01,5.0,5.0,0.0,0.0,2.0,9.0,1.0,0.0,2.0,0.0,0.0,4.0,10.0,2.0,1.0,1.0,0.0,5.0,AF,,
99,2013-04-01,4.0,4.0,0.0,0.0,2.0,12.0,2.0,0.0,0.0,1.0,1.0,0.0,15.0,3.0,4.0,0.0,0.0,3.0,AF,,
100,2013-05-01,5.0,7.0,0.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,5.0,4.0,0.0,1.0,4.0,AF,,
101,2013-06-01,3.0,4.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,4.0,0.0,0.0,3.0,AF,,
102,2013-07-01,3.0,10.0,1.0,1.0,1.0,13.0,1.0,2.0,0.0,0.0,0.0,2.0,13.0,2.0,5.0,0.0,0.0,3.0,AF,,
103,2013-08-01,3.0,8.0,1.0,1.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,3.0,11.0,2.0,6.0,0.0,1.0,2.0,AF,,
104,2013-09-01,4.0,8.0,1.0,0.0,2.0,10.0,1.0,1.0,0.0,2.0,1.0,0.0,10.0,3.0,5.0,0.0,0.0,4.0,AF,,
105,2013-10-01,2.0,9.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,3.0,0.0,2.0,6.0,AF,,
106,2013-11-01,4.0,3.0,1.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.0,5.0,0.0,1.0,2.0,AF,,
107,2013-12-01,4.0,4.0,0.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,0.0,3.0,AF,,
108,2014-01-01,2.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,1.0,1.0,4.0,AF,,
109,2014-02-01,3.0,4.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,1.0,1.0,3.0,AF,,
110,2014-03-01,4.0,3.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,5.0,1.0,0.0,2.0,AF,,
111,2014-04-01,1.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,1.0,6.0,0.0,1.0,3.0,AF,,
112,2014-05-01,2.0,4.0,1.0,1.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,1.0,3.0,AF,,
113,2014-06-01,4.0,2.0,0.0,2.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,2.0,AF,,
114,2014-07-01,2.0,4.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,2.0,3.0,0.0,0.0,3.0,AF,,
115,2014-08-01,4.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,6.0,0.0,1.0,3.0,AF,,
116,2014-09-01,4.0,5.0,0.0,1.0,2.0,11.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,4.0,2.0,1.0,0.0,3.0,AF,,
117,2014-10-01,4.0,6.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,15.0,2.0,0.0,0.0,2.0,AF,,
118,2014-11-01,3.0,3.0,0.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,2.0,0.0,0.0,2.0,AF,,
119,2014-12-01,3.0,5.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,3.0,3.0,0.0,1.0,3.0,AF,,
120,2015-01-01,3.0,2.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,3.0,AF,,
121,2015-02-01,2.0,3.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,5.0,1.0,0.0,3.0,AF,,
122,2015-03-01,5.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,3.0,2.0,AF,,
123,2015-04-01,3.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,3.0,5.0,1.0,0.0,3.0,AF,,
124,2015-05-01,4.0,2.0,1.0,2.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,5.0,4.0,0.0,1.0,1.0,AF,,
125,2015-06-01,3.0,7.0,1.0,2.0,2.0,10.0,2.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0,5.0,0.0,0.0,4.0,AF,,
126,2015-07-01,5.0,6.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,6.0,2.0,0.0,0.0,2.0,AF,,
127,2015-08-01,3.0,8.0,0.0,1.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,1.0,3.0,AF,,
128,2015-09-01,4.0,8.0,1.0,3.0,0.0,11.0,1.0,1.0,0.0,2.0,1.0,0.0,8.0,2.0,4.0,0.0,1.0,2.0,AF,,
129,2015-10-01,2.0,6.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,17.0,3.0,1.0,2.0,1.0,AF,,
130,2015-11-01,5.0,4.0,1.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,5.0,7.0,1.0,0.0,2.0,AF,,
131,2015-12-01,1.0,6.0,1.0,2.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,3.0,0.0,1.0,3.0,AF,,
132,2016-01-01,7.0,6.0,0.0,2.0,2.0,12.0,0.0,1.0,0.0,2.0,0.0,1.0,7.0,3.0,4.0,0.0,1.0,2.0,AF,,
133,2016-02-01,7.0,5.0,0.0,1.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,3.0,1.0,0.0,4.0,AF,,
134,2016-03-01,3.0,3.0,0.0,2.0,2.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,4.0,0.0,1.0,2.0,AF,,
135,2016-04-01,4.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,3.0,AF,,
136,2016-05-01,2.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,2.0,0.0,0.0,3.0,AF,,
137,2016-06-01,3.0,3.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,2.0,AF,,
138,2016-07-01,3.0,4.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,0.0,2.0,2.0,AF,,
139,2016-08-01,3.0,4.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,2.0,AF,,
140,2016-09-01,5.0,3.0,1.0,0.0,1.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,4.0,0.0,1.0,2.0,AF,,
141,2016-10-01,3.0,4.0,1.0,1.0,1.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,2.0,AF,,
142,2016-11-01,4.0,5.0,0.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,8.0,2.0,1.0,3.0,2.0,AF,,
143,2016-12-01,3.0,4.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,AF,,
144,2017-01-01,3.0,4.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,1.0,3.0,AF,,
145,2017-02-01,2.0,5.0,1.0,0.0,1.0,11.0,1.0,1.0,4.0,1.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,2.0,AF,,
146,2017-03-01,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,2.0,AF,,
147,2017-04-01,4.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,AF,,
148,2017-05-01,2.0,4.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,2.0,0.0,1.0,7.0,12.0,4.0,0.0,0.0,2.0,AF,,
149,2017-06-01,2.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,1.0,1.0,AF,,
150,2017-07-01,3.0,2.0,1.0,1.0,1.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,5.0,0.0,0.0,2.0,AF,,
151,2017-08-01,2.0,3.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,2.0,AF,,
152,2017-09-01,3.0,4.0,1.0,1.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,4.0,0.0,1.0,1.0,AF,,
153,2017-10-01,5.0,4.0,1.0,1.0,2.0,10.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,10.0,5.0,0.0,0.0,2.0,AF,,
154,2017-11-01,4.0,3.0,1.0,2.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,1.0,2.0,AF,,
155,2017-12-01,3.0,3.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,1.0,0.0,3.0,AF,,
156,2018-01-01,2.0,3.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,3.0,1.0,0.0,4.0,AF,,
157,2018-02-01,3.0,5.0,0.0,0.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,0.0,3.0,AF,,
158,2018-03-01,3.0,3.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,3.0,1.0,0.0,2.0,AF,,
159,2018-04-01,3.0,1.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,2.0,3.0,AF,,
