,date,passport,Immigration,Travel Visa,Refugee,Conflict,War,Violence,Crisis,Militia,Genocide,Civilian,Currency,Lottery,Economy,Wage,Protest,Government,country,Armed Forces,Bureau de change,Coup dՎtat
33,2007-10-01,41.0,33.0,19.0,0.0,25.0,35.0,40.0,16.0,24.0,0.0,0.0,21.0,0.0,43.0,0.0,0.0,66.0,LU,,,
34,2007-11-01,20.0,13.0,0.0,0.0,24.0,30.0,0.0,16.0,0.0,0.0,0.0,52.0,36.0,25.0,0.0,0.0,52.0,LU,,,
35,2007-12-01,41.0,0.0,0.0,20.0,20.0,37.0,0.0,33.0,0.0,0.0,0.0,56.0,32.0,15.0,0.0,0.0,11.0,LU,,,
36,2008-01-01,49.0,17.0,0.0,0.0,0.0,42.0,78.0,32.0,0.0,0.0,0.0,72.0,18.0,18.0,0.0,0.0,20.0,LU,,,
37,2008-02-01,64.0,32.0,0.0,0.0,0.0,38.0,23.0,41.0,0.0,0.0,0.0,100.0,37.0,15.0,0.0,15.0,33.0,LU,,,
38,2008-03-01,0.0,13.0,0.0,16.0,0.0,30.0,48.0,29.0,0.0,20.0,0.0,45.0,18.0,27.0,0.0,0.0,31.0,LU,,,
39,2008-04-01,27.0,11.0,0.0,0.0,0.0,42.0,33.0,42.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,33.0,LU,,,
40,2008-05-01,0.0,25.0,0.0,0.0,26.0,41.0,53.0,18.0,32.0,0.0,0.0,54.0,0.0,24.0,33.0,0.0,39.0,LU,,,
41,2008-06-01,28.0,21.0,24.0,0.0,18.0,16.0,0.0,23.0,0.0,13.0,0.0,82.0,0.0,28.0,0.0,12.0,33.0,LU,,,
42,2008-07-01,61.0,12.0,12.0,0.0,79.0,35.0,0.0,13.0,0.0,0.0,0.0,62.0,0.0,36.0,0.0,0.0,24.0,LU,,,
43,2008-08-01,58.0,21.0,0.0,23.0,62.0,41.0,37.0,0.0,34.0,0.0,0.0,68.0,40.0,17.0,0.0,0.0,28.0,LU,,,
44,2008-09-01,44.0,13.0,0.0,13.0,19.0,44.0,72.0,49.0,0.0,0.0,0.0,63.0,0.0,38.0,33.0,0.0,18.0,LU,,,
45,2008-10-01,0.0,13.0,0.0,0.0,41.0,33.0,0.0,100.0,0.0,0.0,13.0,43.0,28.0,38.0,0.0,0.0,27.0,LU,,,
46,2008-11-01,18.0,18.0,0.0,0.0,0.0,59.0,0.0,29.0,0.0,0.0,0.0,81.0,0.0,44.0,0.0,18.0,41.0,LU,,,
47,2008-12-01,0.0,0.0,0.0,0.0,0.0,46.0,100.0,31.0,0.0,0.0,0.0,31.0,22.0,24.0,0.0,0.0,26.0,LU,,,
48,2009-01-01,47.0,11.0,0.0,0.0,0.0,53.0,0.0,82.0,0.0,0.0,0.0,31.0,0.0,0.0,21.0,9.0,26.0,LU,,,
49,2009-02-01,33.0,12.0,0.0,28.0,13.0,47.0,0.0,78.0,18.0,0.0,0.0,57.0,16.0,30.0,23.0,9.0,39.0,LU,,,
50,2009-03-01,22.0,14.0,11.0,0.0,0.0,51.0,51.0,55.0,0.0,0.0,0.0,54.0,48.0,0.0,0.0,0.0,44.0,LU,,,
51,2009-04-01,29.0,13.0,0.0,0.0,53.0,33.0,25.0,56.0,0.0,16.0,0.0,49.0,0.0,32.0,0.0,0.0,47.0,LU,,,
52,2009-05-01,56.0,21.0,0.0,0.0,18.0,31.0,91.0,45.0,26.0,0.0,0.0,49.0,0.0,29.0,0.0,0.0,38.0,LU,,,
53,2009-06-01,43.0,14.0,0.0,0.0,0.0,33.0,59.0,27.0,0.0,0.0,0.0,46.0,0.0,18.0,0.0,8.0,34.0,LU,,,
54,2009-07-01,39.0,8.0,24.0,0.0,71.0,35.0,0.0,28.0,0.0,0.0,0.0,31.0,0.0,51.0,33.0,0.0,22.0,LU,,,
55,2009-08-01,77.0,0.0,11.0,28.0,70.0,60.0,29.0,32.0,0.0,0.0,0.0,42.0,35.0,15.0,78.0,13.0,17.0,LU,,,
56,2009-09-01,66.0,0.0,0.0,15.0,43.0,46.0,0.0,17.0,0.0,14.0,0.0,43.0,55.0,43.0,0.0,0.0,37.0,LU,,,
57,2009-10-01,44.0,6.0,0.0,0.0,0.0,37.0,27.0,34.0,0.0,0.0,0.0,49.0,0.0,36.0,0.0,0.0,30.0,LU,,,
58,2009-11-01,0.0,36.0,0.0,13.0,58.0,35.0,61.0,36.0,0.0,0.0,0.0,44.0,11.0,37.0,0.0,0.0,33.0,LU,,,
59,2009-12-01,57.0,0.0,0.0,46.0,0.0,49.0,64.0,0.0,0.0,0.0,15.0,59.0,26.0,10.0,0.0,0.0,28.0,LU,,,
60,2010-01-01,0.0,7.0,9.0,19.0,35.0,34.0,66.0,66.0,0.0,0.0,0.0,58.0,14.0,18.0,0.0,0.0,31.0,LU,,,
61,2010-02-01,61.0,5.0,0.0,0.0,34.0,39.0,17.0,16.0,14.0,0.0,0.0,58.0,15.0,33.0,0.0,0.0,41.0,LU,,,
62,2010-03-01,66.0,21.0,0.0,0.0,0.0,29.0,47.0,11.0,0.0,0.0,0.0,57.0,19.0,18.0,25.0,0.0,19.0,LU,,,
63,2010-04-01,41.0,10.0,0.0,24.0,0.0,26.0,30.0,28.0,0.0,10.0,0.0,71.0,15.0,23.0,0.0,0.0,48.0,LU,,,
64,2010-05-01,42.0,15.0,0.0,18.0,28.0,40.0,22.0,55.0,0.0,0.0,0.0,74.0,0.0,26.0,0.0,0.0,21.0,LU,,,
65,2010-06-01,35.0,25.0,0.0,22.0,0.0,27.0,0.0,20.0,0.0,0.0,0.0,62.0,21.0,37.0,0.0,0.0,36.0,LU,,,
66,2010-07-01,38.0,13.0,0.0,0.0,0.0,44.0,0.0,36.0,0.0,0.0,0.0,61.0,10.0,45.0,0.0,0.0,27.0,LU,,,
67,2010-08-01,86.0,11.0,0.0,0.0,35.0,34.0,30.0,15.0,0.0,0.0,0.0,43.0,0.0,27.0,53.0,0.0,16.0,LU,,,
68,2010-09-01,59.0,12.0,0.0,13.0,32.0,39.0,41.0,22.0,0.0,0.0,0.0,59.0,0.0,44.0,0.0,24.0,15.0,LU,,,
69,2010-10-01,43.0,15.0,14.0,11.0,15.0,38.0,27.0,44.0,0.0,20.0,0.0,47.0,0.0,21.0,0.0,0.0,41.0,LU,,,
70,2010-11-01,49.0,5.0,0.0,0.0,41.0,39.0,0.0,50.0,0.0,0.0,0.0,57.0,0.0,14.0,0.0,0.0,17.0,LU,,,
71,2010-12-01,48.0,5.0,0.0,0.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,44.0,12.0,35.0,0.0,19.0,22.0,LU,,,
72,2011-01-01,32.0,3.0,12.0,0.0,57.0,29.0,31.0,18.0,0.0,9.0,0.0,45.0,14.0,12.0,0.0,10.0,9.0,LU,,,
73,2011-02-01,41.0,9.0,0.0,0.0,0.0,39.0,41.0,9.0,0.0,13.0,0.0,32.0,9.0,14.0,0.0,13.0,0.0,LU,,,
74,2011-03-01,34.0,9.0,0.0,0.0,0.0,41.0,12.0,20.0,0.0,0.0,11.0,54.0,24.0,9.0,0.0,0.0,11.0,LU,,,
75,2011-04-01,18.0,0.0,7.0,32.0,0.0,44.0,0.0,13.0,0.0,24.0,0.0,43.0,8.0,11.0,17.0,17.0,16.0,LU,,,
76,2011-05-01,30.0,28.0,7.0,18.0,0.0,30.0,0.0,34.0,0.0,12.0,16.0,38.0,11.0,18.0,12.0,0.0,16.0,LU,,,
77,2011-06-01,25.0,7.0,0.0,9.0,18.0,43.0,0.0,19.0,0.0,0.0,0.0,34.0,0.0,13.0,0.0,0.0,24.0,LU,,,
78,2011-07-01,34.0,11.0,0.0,9.0,14.0,33.0,21.0,16.0,0.0,0.0,0.0,48.0,8.0,16.0,0.0,0.0,11.0,LU,,,
79,2011-08-01,42.0,7.0,8.0,0.0,31.0,40.0,13.0,17.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,12.0,LU,,,
80,2011-09-01,34.0,7.0,0.0,0.0,0.0,42.0,0.0,21.0,0.0,8.0,0.0,38.0,28.0,27.0,0.0,12.0,0.0,LU,,,
81,2011-10-01,27.0,4.0,0.0,0.0,23.0,42.0,17.0,14.0,13.0,8.0,0.0,46.0,17.0,11.0,0.0,0.0,21.0,LU,,,
82,2011-11-01,50.0,13.0,0.0,12.0,16.0,28.0,19.0,15.0,0.0,14.0,12.0,44.0,0.0,26.0,0.0,0.0,16.0,LU,,,
83,2011-12-01,36.0,0.0,0.0,0.0,0.0,40.0,41.0,23.0,0.0,0.0,0.0,36.0,11.0,0.0,0.0,10.0,7.0,LU,,,
84,2012-01-01,46.0,8.0,9.0,0.0,0.0,43.0,0.0,15.0,0.0,8.0,0.0,38.0,9.0,12.0,0.0,9.0,11.0,LU,,,
85,2012-02-01,27.0,4.0,0.0,9.0,22.0,41.0,0.0,10.0,0.0,0.0,0.0,34.0,16.0,28.0,0.0,0.0,9.0,LU,,,
86,2012-03-01,43.0,6.0,0.0,0.0,21.0,35.0,25.0,25.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,20.0,LU,,,
87,2012-04-01,42.0,19.0,0.0,0.0,9.0,36.0,25.0,15.0,0.0,0.0,14.0,23.0,0.0,11.0,23.0,13.0,11.0,LU,,,
88,2012-05-01,37.0,0.0,0.0,15.0,0.0,45.0,23.0,21.0,0.0,5.0,0.0,32.0,10.0,9.0,0.0,0.0,7.0,LU,,,
89,2012-06-01,46.0,9.0,12.0,0.0,16.0,36.0,25.0,16.0,0.0,14.0,0.0,34.0,6.0,13.0,0.0,0.0,11.0,LU,,,
90,2012-07-01,54.0,7.0,19.0,0.0,14.0,34.0,29.0,13.0,0.0,0.0,0.0,34.0,13.0,18.0,0.0,11.0,4.0,LU,,,
91,2012-08-01,19.0,4.0,8.0,0.0,0.0,32.0,15.0,15.0,0.0,0.0,7.0,47.0,12.0,13.0,0.0,0.0,12.0,LU,,,
92,2012-09-01,27.0,6.0,0.0,0.0,20.0,30.0,22.0,14.0,0.0,0.0,0.0,32.0,6.0,16.0,20.0,0.0,8.0,LU,,,
93,2012-10-01,45.0,7.0,18.0,0.0,9.0,32.0,13.0,12.0,0.0,0.0,0.0,34.0,16.0,0.0,0.0,6.0,12.0,LU,,,
94,2012-11-01,45.0,9.0,0.0,6.0,0.0,40.0,28.0,16.0,0.0,0.0,0.0,28.0,17.0,30.0,0.0,0.0,0.0,LU,,,
95,2012-12-01,37.0,5.0,23.0,12.0,15.0,41.0,11.0,12.0,0.0,0.0,0.0,32.0,8.0,12.0,27.0,0.0,16.0,LU,,,
96,2013-01-01,54.0,9.0,0.0,0.0,0.0,40.0,9.0,9.0,0.0,11.0,0.0,33.0,20.0,21.0,0.0,13.0,8.0,LU,,,
97,2013-02-01,49.0,0.0,0.0,14.0,19.0,39.0,17.0,19.0,0.0,8.0,0.0,29.0,7.0,36.0,12.0,10.0,7.0,LU,,,
98,2013-03-01,19.0,13.0,0.0,0.0,7.0,38.0,16.0,9.0,9.0,9.0,17.0,28.0,13.0,16.0,21.0,0.0,18.0,LU,,,
99,2013-04-01,46.0,13.0,0.0,0.0,17.0,34.0,34.0,10.0,7.0,0.0,0.0,30.0,7.0,19.0,21.0,11.0,16.0,LU,,,
100,2013-05-01,41.0,4.0,0.0,7.0,10.0,33.0,34.0,9.0,0.0,0.0,0.0,34.0,7.0,25.0,44.0,5.0,5.0,LU,,,
101,2013-06-01,30.0,6.0,0.0,0.0,0.0,43.0,0.0,26.0,8.0,7.0,0.0,36.0,0.0,23.0,14.0,8.0,4.0,LU,,,
102,2013-07-01,24.0,9.0,0.0,13.0,10.0,49.0,26.0,9.0,8.0,0.0,0.0,34.0,6.0,9.0,0.0,0.0,12.0,LU,,,
103,2013-08-01,34.0,11.0,0.0,12.0,0.0,37.0,22.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,13.0,0.0,11.0,LU,,,
104,2013-09-01,28.0,10.0,0.0,11.0,19.0,43.0,10.0,18.0,0.0,0.0,0.0,34.0,10.0,15.0,0.0,12.0,6.0,LU,,,
105,2013-10-01,34.0,5.0,0.0,0.0,0.0,30.0,37.0,11.0,0.0,0.0,0.0,27.0,0.0,19.0,13.0,9.0,14.0,LU,,,
106,2013-11-01,26.0,7.0,5.0,0.0,6.0,39.0,36.0,9.0,0.0,0.0,0.0,26.0,24.0,10.0,43.0,0.0,10.0,LU,,,
107,2013-12-01,57.0,6.0,0.0,0.0,19.0,38.0,19.0,18.0,0.0,11.0,0.0,35.0,16.0,21.0,0.0,0.0,11.0,LU,,,
108,2014-01-01,40.0,15.0,0.0,0.0,6.0,36.0,18.0,15.0,0.0,0.0,6.0,24.0,7.0,19.0,9.0,8.0,8.0,LU,,,
109,2014-02-01,45.0,12.0,14.0,0.0,0.0,26.0,0.0,8.0,0.0,6.0,0.0,39.0,9.0,19.0,16.0,5.0,10.0,LU,,,
110,2014-03-01,34.0,10.0,0.0,0.0,6.0,40.0,11.0,6.0,0.0,0.0,0.0,34.0,7.0,25.0,32.0,0.0,11.0,LU,,,
111,2014-04-01,59.0,11.0,0.0,0.0,9.0,28.0,29.0,23.0,13.0,10.0,0.0,31.0,7.0,0.0,12.0,0.0,9.0,LU,,,
112,2014-05-01,19.0,7.0,0.0,12.0,10.0,37.0,22.0,21.0,0.0,7.0,0.0,32.0,13.0,22.0,0.0,0.0,7.0,LU,,,
113,2014-06-01,56.0,5.0,0.0,0.0,0.0,39.0,29.0,14.0,0.0,0.0,0.0,40.0,5.0,11.0,0.0,0.0,19.0,LU,,,
114,2014-07-01,37.0,8.0,0.0,0.0,27.0,33.0,0.0,4.0,0.0,0.0,0.0,39.0,0.0,16.0,0.0,0.0,0.0,LU,,,
115,2014-08-01,52.0,5.0,0.0,9.0,35.0,41.0,0.0,7.0,0.0,0.0,15.0,44.0,0.0,21.0,26.0,0.0,4.0,LU,,,
116,2014-09-01,57.0,20.0,9.0,0.0,8.0,39.0,0.0,14.0,0.0,0.0,0.0,33.0,5.0,24.0,0.0,5.0,18.0,LU,,,
117,2014-10-01,51.0,9.0,16.0,12.0,12.0,44.0,42.0,4.0,0.0,5.0,0.0,43.0,10.0,25.0,18.0,10.0,16.0,LU,,,
118,2014-11-01,57.0,3.0,0.0,0.0,18.0,39.0,17.0,9.0,8.0,0.0,0.0,39.0,10.0,27.0,0.0,12.0,0.0,LU,,,
119,2014-12-01,29.0,0.0,0.0,6.0,25.0,45.0,23.0,4.0,0.0,0.0,0.0,31.0,12.0,0.0,0.0,7.0,9.0,LU,,,
120,2015-01-01,44.0,0.0,5.0,0.0,11.0,33.0,25.0,9.0,0.0,0.0,0.0,40.0,0.0,24.0,24.0,0.0,18.0,LU,,,
121,2015-02-01,44.0,7.0,7.0,0.0,16.0,34.0,18.0,6.0,0.0,0.0,6.0,44.0,16.0,31.0,34.0,0.0,21.0,LU,,,
122,2015-03-01,62.0,12.0,4.0,0.0,11.0,37.0,25.0,10.0,0.0,14.0,0.0,25.0,11.0,30.0,0.0,0.0,5.0,LU,,,
123,2015-04-01,47.0,13.0,0.0,18.0,8.0,36.0,39.0,13.0,0.0,25.0,5.0,32.0,22.0,22.0,0.0,0.0,6.0,LU,,,
124,2015-05-01,32.0,10.0,0.0,0.0,20.0,33.0,10.0,11.0,12.0,5.0,0.0,34.0,13.0,18.0,0.0,0.0,5.0,LU,,,
125,2015-06-01,46.0,5.0,0.0,9.0,19.0,33.0,12.0,12.0,0.0,5.0,0.0,25.0,16.0,33.0,16.0,10.0,11.0,LU,,,
126,2015-07-01,32.0,9.0,0.0,0.0,12.0,32.0,17.0,8.0,0.0,0.0,0.0,30.0,14.0,18.0,23.0,0.0,13.0,LU,,,
127,2015-08-01,34.0,5.0,17.0,0.0,19.0,40.0,25.0,17.0,0.0,7.0,0.0,28.0,10.0,9.0,0.0,0.0,10.0,LU,,,
128,2015-09-01,29.0,7.0,0.0,33.0,6.0,35.0,0.0,13.0,0.0,0.0,0.0,36.0,0.0,11.0,17.0,0.0,9.0,LU,,,
129,2015-10-01,53.0,8.0,0.0,16.0,10.0,34.0,23.0,23.0,0.0,0.0,0.0,33.0,12.0,15.0,22.0,0.0,3.0,LU,,,
130,2015-11-01,29.0,11.0,9.0,13.0,10.0,45.0,17.0,10.0,0.0,0.0,0.0,33.0,20.0,18.0,0.0,7.0,10.0,LU,,,
131,2015-12-01,31.0,6.0,0.0,8.0,13.0,42.0,0.0,12.0,0.0,5.0,0.0,30.0,11.0,23.0,11.0,0.0,5.0,LU,,,
132,2016-01-01,32.0,8.0,0.0,11.0,16.0,37.0,28.0,19.0,0.0,7.0,0.0,25.0,0.0,20.0,25.0,0.0,8.0,LU,,,
133,2016-02-01,46.0,8.0,0.0,19.0,17.0,49.0,12.0,12.0,0.0,4.0,9.0,22.0,0.0,15.0,28.0,10.0,12.0,LU,,,
134,2016-03-01,49.0,9.0,0.0,8.0,24.0,44.0,33.0,10.0,0.0,0.0,4.0,25.0,7.0,31.0,0.0,0.0,8.0,LU,,,
135,2016-04-01,45.0,6.0,0.0,17.0,10.0,35.0,21.0,19.0,0.0,0.0,0.0,25.0,0.0,28.0,12.0,4.0,0.0,LU,,,
136,2016-05-01,30.0,7.0,7.0,0.0,0.0,46.0,8.0,10.0,0.0,10.0,0.0,21.0,9.0,21.0,32.0,8.0,10.0,LU,,,
137,2016-06-01,55.0,6.0,4.0,11.0,11.0,48.0,24.0,12.0,0.0,10.0,7.0,26.0,8.0,30.0,13.0,0.0,15.0,LU,,,
138,2016-07-01,66.0,4.0,0.0,0.0,7.0,28.0,16.0,8.0,0.0,0.0,10.0,24.0,0.0,16.0,13.0,0.0,11.0,LU,,,
139,2016-08-01,81.0,7.0,0.0,0.0,12.0,31.0,16.0,10.0,0.0,8.0,0.0,29.0,0.0,27.0,12.0,7.0,8.0,LU,,,
140,2016-09-01,40.0,21.0,0.0,0.0,10.0,40.0,8.0,11.0,0.0,14.0,0.0,18.0,0.0,26.0,0.0,14.0,11.0,LU,,,
141,2016-10-01,28.0,14.0,0.0,6.0,10.0,37.0,11.0,8.0,0.0,0.0,0.0,27.0,26.0,15.0,21.0,8.0,16.0,LU,,,
142,2016-11-01,37.0,8.0,4.0,0.0,6.0,39.0,29.0,12.0,0.0,18.0,5.0,32.0,9.0,40.0,41.0,17.0,13.0,LU,,,
143,2016-12-01,34.0,10.0,0.0,9.0,6.0,38.0,13.0,11.0,0.0,5.0,5.0,22.0,0.0,24.0,22.0,0.0,5.0,LU,,,
144,2017-01-01,57.0,10.0,0.0,9.0,10.0,36.0,11.0,0.0,6.0,0.0,0.0,24.0,11.0,20.0,0.0,5.0,12.0,LU,,,
145,2017-02-01,36.0,10.0,16.0,0.0,8.0,39.0,22.0,8.0,29.0,0.0,0.0,25.0,0.0,23.0,0.0,4.0,11.0,LU,,,
146,2017-03-01,45.0,11.0,0.0,4.0,0.0,45.0,18.0,14.0,0.0,5.0,0.0,29.0,6.0,25.0,17.0,5.0,9.0,LU,,,
147,2017-04-01,47.0,4.0,4.0,13.0,9.0,41.0,25.0,13.0,0.0,6.0,0.0,24.0,10.0,21.0,13.0,0.0,10.0,LU,,,
148,2017-05-01,18.0,8.0,16.0,0.0,16.0,40.0,0.0,0.0,12.0,5.0,0.0,20.0,0.0,26.0,14.0,0.0,17.0,LU,,,
149,2017-06-01,49.0,3.0,0.0,0.0,8.0,39.0,11.0,5.0,0.0,0.0,0.0,25.0,0.0,31.0,11.0,0.0,10.0,LU,,,
150,2017-07-01,35.0,9.0,0.0,11.0,5.0,31.0,20.0,0.0,0.0,4.0,0.0,26.0,4.0,30.0,20.0,5.0,10.0,LU,,,
151,2017-08-01,52.0,9.0,0.0,7.0,12.0,34.0,26.0,10.0,0.0,0.0,0.0,27.0,24.0,42.0,13.0,9.0,12.0,LU,,,
152,2017-09-01,38.0,3.0,0.0,0.0,14.0,34.0,0.0,17.0,8.0,6.0,0.0,22.0,0.0,24.0,0.0,0.0,12.0,LU,,,
153,2017-10-01,31.0,6.0,0.0,9.0,19.0,35.0,12.0,0.0,0.0,9.0,0.0,38.0,8.0,23.0,15.0,4.0,8.0,LU,,,
154,2017-11-01,43.0,8.0,9.0,7.0,11.0,40.0,10.0,11.0,0.0,0.0,0.0,28.0,0.0,24.0,7.0,5.0,3.0,LU,,,
155,2017-12-01,35.0,6.0,7.0,8.0,12.0,40.0,0.0,17.0,0.0,8.0,0.0,22.0,7.0,25.0,9.0,8.0,12.0,LU,,,
156,2018-01-01,43.0,7.0,5.0,7.0,0.0,29.0,17.0,11.0,0.0,4.0,0.0,25.0,7.0,23.0,27.0,4.0,13.0,LU,,,
157,2018-02-01,65.0,14.0,0.0,18.0,18.0,39.0,0.0,4.0,0.0,0.0,0.0,27.0,6.0,30.0,0.0,5.0,11.0,LU,,,
158,2018-03-01,49.0,7.0,8.0,4.0,4.0,35.0,26.0,16.0,0.0,5.0,0.0,34.0,5.0,15.0,15.0,0.0,12.0,LU,,,
159,2018-04-01,35.0,9.0,0.0,5.0,17.0,72.0,16.0,9.0,0.0,0.0,0.0,24.0,10.0,26.0,20.0,0.0,9.0,LU,,,
160,2018-05-01,30.0,8.0,3.0,11.0,7.0,71.0,0.0,11.0,0.0,0.0,7.0,24.0,7.0,29.0,16.0,5.0,10.0,LU,,,
161,2018-06-01,27.0,15.0,4.0,4.0,15.0,42.0,17.0,11.0,0.0,0.0,0.0,24.0,0.0,25.0,13.0,5.0,12.0,LU,,,
162,2018-07-01,60.0,2.0,0.0,0.0,0.0,39.0,24.0,0.0,0.0,5.0,8.0,37.0,0.0,25.0,16.0,7.0,16.0,LU,,,
163,2018-08-01,46.0,6.0,0.0,20.0,0.0,46.0,21.0,16.0,0.0,0.0,23.0,30.0,0.0,7.0,14.0,0.0,7.0,LU,,,
164,2018-09-01,33.0,10.0,6.0,0.0,14.0,34.0,20.0,0.0,0.0,0.0,0.0,22.0,0.0,27.0,20.0,0.0,15.0,LU,,,
165,2018-10-01,40.0,8.0,0.0,0.0,9.0,33.0,36.0,13.0,0.0,14.0,0.0,27.0,24.0,20.0,44.0,0.0,16.0,LU,,,
